fishID,lakeID,basin,DOCbin,lakeDOC,fishSL,capture_Method,total_RakerNum,length_Raker1,length_Raker2,length_Raker3,length_Raker4,length_Raker5,length_Raker6,length_Raker7,length_Raker8,length_Raker9,space1,space2,space3,space4,space5,space6,space7,space8,avgRakerLength,avgRakerSpace,SS.Length,SS.Space,SS.Count,lakeSlope,avgrakerlengthSS_bylake,avgrakerspaceSS_bylake,rakercountSS_bylake,avgL_4-7,avgS_4-6,avgL2_ss,avgS2_ss,fitted_L,fitted_S,fitted_C
RB FN5 010.jpg,Red Bass,4,high,18.9,120.5601628,Fyke_Net,12,9.53,24.09,29.57,31.77,27.14,24.14,20.97,19.22,16.11,7.37,6.47,9.23,8.21,7.11,8.61,8.04,8.98,22.50444444,8.0025,21.72281583,7.483742383,12.05029945,0.1137,22.27893745,7.922312969,11.92917135,26.005,7.976666667,25.04639465,8.409810101,3.177341,2.378934,11.32584
RB FN5 011.jpg,Red Bass,4,high,18.9,132.4598226,Fyke_Net,11,12.35,16.28,22.1,30.66,31.56,26.26,22.31,18.61,17.23,6.19,7.3,8.82,10.92,11.38,10.84,10.35,10.06,21.92888889,9.4825,20.38687882,8.258213951,11.0953153,0.1137,21.47804313,9.287547943,10.86685796,27.6975,11.04666667,25.63277744,12.31974049,3.177341,2.378934,11.32584
RB FN5 012.jpg,Red Bass,4,high,18.9,135.7120322,Fyke_Net,12,16.52,19.13,27.76,35.68,29.42,22.59,24.22,22.56,21.1,8.41,7.34,11,10.11,10.85,10.58,10.49,9.98,24.33111111,9.845,22.40228327,8.417999329,12.11785171,0.1137,23.76524458,9.616038666,11.83565341,27.9775,10.51333333,25.62698447,11.89596432,3.177341,2.378934,11.32584
RB FN5 013.jpg,Red Bass,4,high,18.9,115.4139059,Fyke_Net,12,12.62,22.13,23.89,31.74,25.39,25.5,23.96,21.02,22.72,7.12,6.7,6.8,5.98,6.94,6.19,6.98,8.38,23.21888889,6.88625,22.80603168,6.655951451,12.02550225,0.1137,23.10051893,6.851145996,11.96381768,26.6475,6.37,26.14434726,6.543251338,3.177341,2.378934,11.32584
RB FN8 001.jpg,Red Bass,4,high,18.9,133.8743025,Fyke_Net,11,6.32,14.56,27.76,31.09,31.87,24.38,26.62,21.43,20.94,3.27,8.6,10.76,9.25,10.66,10.14,9.92,10.66,22.77444444,9.1575,21.08341811,7.911338987,11.10088176,0.1137,22.27929123,8.958403928,10.85918708,28.49,10.01666667,26.24772159,11.24210207,3.177341,2.378934,11.32584
RB FN8 002.jpg,Red Bass,4,high,18.9,137.9861191,Fyke_Net,12,10.38,22.52,35.68,39.62,37.44,32.82,30.58,27.76,24.63,6.16,8.11,9.21,9.23,9.89,10.47,11.14,11.19,29.04777778,9.425,26.56826666,7.958187062,12.12736426,0.1137,28.31865884,9.188428944,11.82258512,35.115,9.863333333,31.938995,11.2717541,3.177341,2.378934,11.32584
SQ FN1 001.jpg,Squaw,7,high,23.85,176.6602492,Fyke_Net,11,8.56,9.57,12.54,26.13,20.68,16.24,16.07,16.68,15.45,5.91,5.62,7.3,5.04,6.98,5.99,5.47,6.24,15.76888889,6.06875,13.06865493,4.250566116,11.24720808,-0.10603,16.57577924,6.379284678,11.82307392,19.78,6.003333333,16.20161109,7.950975335,3.12433,2.003223,10.62278
SQ FN1 002.jpg,Squaw,7,high,23.85,180.1553387,Fyke_Net,11,17.29,28.72,27.3,26.62,24.58,19.86,20.09,16.29,14.27,5.34,7.37,7.03,7.03,6.49,7.19,6.73,6.3,21.66888889,6.685,17.81849909,4.613299005,11.25761758,-0.10603,22.8250448,7.041679953,11.85862406,22.7875,6.903333333,18.51062485,9.250522122,3.12433,2.003223,10.62278
SQ FN 005.jpg,Squaw,7,high,23.85,111.6681701,Fyke_Net,10,8.63,17.5,26.36,25.91,23.6,20.94,20.03,19.39,16.12,7.6,6.28,7.26,7.75,7.55,7.95,7.72,6.39,19.83111111,7.3125,19.73664659,7.246600061,10.00565156,-0.10603,19.85627286,7.321776001,10.01864234,22.62,7.75,22.50553382,7.805515948,3.12433,2.003223,10.62278
SQ FN 006.jpg,Squaw,7,high,23.85,116.4303168,Fyke_Net,11,16.76,31.09,22.8,22.26,19.23,17.97,20.97,15.61,13.49,7.65,8.22,7.34,6.9,7.98,7.95,6.96,5.44,20.02,7.305,19.59533833,7.014012112,11.02794202,-0.10603,20.13435815,7.346725468,11.09126302,20.1075,7.61,19.65462867,7.858002587,3.12433,2.003223,10.62278
SQ FN 007.jpg,Squaw,7,high,23.85,103.220235,Fyke_Net,12,14.82,18.05,25.3,31.81,25.8,23.72,19.52,14.7,16.7,3.65,4.7,5.68,5.6,7.26,6.14,5.59,7.19,21.15777778,5.72625,21.72851648,6.022647633,11.96226367,-0.10603,21.0086559,5.685889247,11.87830304,25.2125,6.333333333,25.9357255,6.086057052,3.12433,2.003223,10.62278
SQ FN 008.jpg,Squaw,7,high,23.85,123.5080165,Fyke_Net,13,19.08,22.04,25.38,34.9,33.35,29.95,24.62,23.37,19.25,2.9,5.14,5.84,8.93,7.51,8.44,8.34,7.95,25.77111111,6.88125,24.63736745,6.318628184,13.06939084,-0.10603,26.08100425,6.963993829,13.22693825,30.705,8.293333333,29.27178069,8.87068557,3.12433,2.003223,10.62278
SQ FN 009.jpg,Squaw,7,high,23.85,111.4629041,Fyke_Net,10,8.06,11.51,20.27,22.49,21.88,17.56,15.06,12.34,11.64,3.89,5.84,6.71,6.92,6.7,6.98,8.08,8.53,15.64555556,6.70625,15.58246546,6.655071217,10.00478232,-0.10603,15.66235094,6.713447169,10.01581788,19.2475,6.866666667,19.16504492,6.90826277,3.12433,2.003223,10.62278
SQ FN 010.jpg,Squaw,7,high,23.85,113.7236655,Fyke_Net,12,8.17,13.53,26.6,25.83,22.88,21.73,21.09,20.31,17.25,4.06,5.79,5.28,7.27,6.21,5.22,5.55,7.7,19.71,5.885,19.47384941,5.752035415,12.01712758,-0.10603,19.77321187,5.903872061,12.05602337,22.8825,6.233333333,22.59131412,6.346720459,3.12433,2.003223,10.62278
SQ FN 011.jpg,Squaw,7,high,23.85,128.7681901,Fyke_Net,11,15.84,13.87,18.89,29.85,26.1,23.22,20.99,16.72,15.9,7.37,5.08,7.03,7.31,7.54,9.08,8.45,8.01,20.15333333,7.48375,18.94871197,6.658404756,11.08051626,-0.10603,20.48606862,7.607305914,11.26378998,25.04,7.976666667,23.45277651,8.747082737,3.12433,2.003223,10.62278
SQ FN 012.jpg,Squaw,7,high,23.85,116.9833853,Fyke_Net,11,19.3,24.1,26.38,25.1,20.97,17.31,18.47,16.42,13.39,5.93,5.84,7.24,6.92,6.04,7.04,5.76,4.7,20.16,6.18375,19.69508744,5.91617568,11.03041006,-0.10603,20.28534812,6.222196691,11.09932093,20.4625,6.666666667,19.96148383,6.903430242,3.12433,2.003223,10.62278
SQ FN 013.jpg,Squaw,7,high,23.85,117.4404489,Fyke_Net,12,12.61,15.28,25.83,24.52,21.24,21.19,20.28,17.97,17.8,3.99,3.87,7.38,7.5,7.52,7.23,5.99,5.82,19.63555556,6.1625,19.15290983,5.878476191,12.03539052,-0.10603,19.76581356,6.203378895,12.11558814,21.8075,7.416666667,21.23840795,7.697966033,3.12433,2.003223,10.62278
SQ FN 014.jpg,Squaw,7,high,23.85,122.6193436,Fyke_Net,12,10.57,21.79,33.38,31.32,28.46,22.98,23.2,22.05,21.58,3.3,6.66,6.88,7.6,6.76,6.47,8.05,8.12,23.92555556,6.73,22.93901179,6.213600565,12.05994008,-0.10603,24.1947239,6.80571218,12.19597718,26.49,6.943333333,25.33096479,7.394755036,3.12433,2.003223,10.62278
SQ FN 015.jpg,Squaw,7,high,23.85,112.5289336,Fyke_Net,10,10.75,25.45,22.58,20.07,20.82,20.59,20.29,16.55,12.63,9.67,6.48,6.4,8.21,7.19,6.35,7.88,5.26,18.85888889,7.18,18.71163045,7.074076667,10.00928014,-0.10603,18.89819715,7.194963458,10.03043878,20.4425,7.25,20.27294152,7.335484391,3.12433,2.003223,10.62278
SQ FN 016.jpg,Squaw,7,high,23.85,109.1208761,Fyke_Net,10,17.72,21.33,13.32,10.63,14.57,13.69,10.28,11.54,10.58,6.41,6.22,4.89,5.22,4.39,4.33,5.45,6.43,13.74,5.4175,13.80105388,5.463231375,9.994755099,-0.10603,13.72381426,5.411116615,9.983275809,12.2925,4.646666667,12.35054364,4.615923083,3.12433,2.003223,10.62278
SQ FN 017.jpg,Squaw,7,high,23.85,111.9440274,Fyke_Net,10,12.2,20.9,24.37,21.41,24.34,20.3,18.89,21.26,13.21,4.78,5.25,7.37,8.41,7.73,6.59,6.08,7.11,19.65333333,6.665,19.54046673,6.592617139,10.00681734,-0.10603,19.68341814,6.675200684,10.02243122,21.235,7.576666667,21.1054519,7.642189387,3.12433,2.003223,10.62278
SQ FN 018.jpg,Squaw,7,high,23.85,111.4147778,Fyke_Net,11,11.75,17.06,23.25,24.06,21.73,20.06,17.94,8.12,13.76,6.4,4.85,7.06,7.15,6.88,5.23,6.79,8.3,17.52555556,6.5825,17.45789285,6.534400352,11.00503613,-0.10603,17.54356575,6.589262628,11.01667053,20.9475,6.42,20.86158184,6.457225307,3.12433,2.003223,10.62278
SQ FN 020.jpg,Squaw,7,high,23.85,112.1601152,Fyke_Net,10,15.9,28.36,30.82,28.52,20.87,20.58,19.8,18.52,15.26,5.11,6.94,8.12,8.28,8.64,7.66,7.24,8.02,22.07,7.50125,21.9263744,7.408967304,10.00772862,-0.10603,22.10830431,7.514266872,10.02539365,22.4425,8.193333333,22.28735424,8.273708923,3.12433,2.003223,10.62278
SQ FN 021.jpg,Squaw,7,high,23.85,94.43836019,Fyke_Net,10,8.66,11.91,21.26,26.43,23.62,20.9,20.61,17.56,14.13,4.42,4.69,6.59,6.49,7.17,7.12,6.85,5.87,18.34222222,6.15,19.51741237,6.918457051,9.926785963,-0.10603,18.04204117,6.049349959,9.764616483,22.89,6.926666667,24.45128223,6.312101402,3.12433,2.003223,10.62278
SQ FN 022.jpg,Squaw,7,high,23.85,102.9484822,Fyke_Net,11,11.9,21.09,29.03,33.92,34.25,30.21,28.26,23.88,19.53,7.61,8.61,10.02,10.51,10.73,11.26,11.09,10.68,25.78555556,10.06375,26.5090033,10.60579459,10.96404345,-0.10603,25.59666096,9.990024138,10.88404641,31.66,10.83333333,32.60459695,10.39398957,3.12433,2.003223,10.62278
SQ FN 023.jpg,Squaw,7,high,23.85,111.6282468,Fyke_Net,9,13.35,19.68,31.09,32.26,32.34,27.89,27.7,23.25,21.06,8.39,9.27,9.9,10.03,9.48,10.9,10.93,10.02,25.40222222,9.865,25.28482778,9.778742264,9.004934357,-0.10603,25.43348829,9.877139388,9.016284009,30.0475,10.13666667,29.89998064,10.20709994,3.12433,2.003223,10.62278
SQ FN 024.jpg,Squaw,7,high,23.85,103.494326,Fyke_Net,9,14.19,20.91,28.93,26.62,24.48,23.89,19.39,16.98,17.16,8.41,11.42,12.09,11.62,11.11,11.77,12.95,10.65,21.39444444,11.2525,21.94832799,11.8112212,8.972821272,-0.10603,21.24962862,11.17633027,8.912348528,23.595,11.5,24.24455135,11.06850783,3.12433,2.003223,10.62278
SQ FN9 025.jpg,Squaw,7,high,23.85,83.07960052,Fyke_Net,11,14.82,18.54,25.05,30.18,30.32,30.37,26.45,26.28,19.66,5.79,6.51,8.45,8,7,6.64,8.66,9.67,24.63,7.59,27.58315879,9.407700473,10.85358869,-0.10603,23.89995774,7.365027486,10.53219507,29.33,7.213333333,33.07997867,6.089199733,3.12433,2.003223,10.62278
SQ FN9 026.jpg,Squaw,7,high,23.85,80.97508614,Fyke_Net,9,22.64,29.23,27.25,24.27,25.31,21.21,21.41,16.83,13.62,10.05,9.85,9.38,10.29,11.63,11.82,10.82,11.86,22.41888889,10.7125,25.36532261,13.53827294,8.869456583,-0.10603,21.6952828,10.36673366,8.583433699,23.05,11.24666667,26.28141303,9.349657068,3.12433,2.003223,10.62278
SQ FN9 027.jpg,Squaw,7,high,23.85,80.1759577,Fyke_Net,9,12.87,26.61,25.28,19.45,17.75,14.86,11.67,9.77,10.41,5.29,8.44,7.02,6.41,5.82,7.17,5.74,6.27,16.51888889,6.52,18.76402461,8.30192642,8.865303809,-0.10603,15.96891334,6.302923013,8.570397573,15.9325,6.466666667,18.24265262,5.344177791,3.12433,2.003223,10.62278
SQ FN9 028.jpg,Squaw,7,high,23.85,76.44151409,Fyke_Net,10,10.3,20.63,23.52,28.26,27.11,24.55,23.05,20.69,20.45,6.91,6.12,6.61,6.71,8.35,6.76,7.38,7.79,22.06222222,7.07875,25.54235254,9.344598199,9.82817673,-0.10603,21.22009815,6.808549247,9.453310107,25.7425,7.273333333,30.07723367,5.842075072,3.12433,2.003223,10.62278
TW Electro 001.jpg,Towanda,7,low,5.29,105.8583886,Shock,12,12.39,12.77,19.08,21.21,18.36,16.34,15.46,13.17,14.48,7.4,6.82,7.92,8.53,8.27,8.57,8.29,8.16,15.91777778,7.995,16.1833561,8.24979214,11.97652768,0.30773,16.12221822,8.097690787,12.12930986,17.8425,8.456666667,18.15895994,8.249854048,2.994593,1.895712,11.0028
TW Electro 002.jpg,Towanda,7,low,5.29,109.1422965,Shock,11,6.28,10.5,13.22,18.76,14.92,13.8,10.34,11.32,10.82,3.9,4.8,5.66,5.49,4.97,5.8,6.01,6.88,12.21777778,5.43875,12.27110644,5.483846317,10.99433251,0.30773,12.25890492,5.457062332,11.03039673,14.455,5.42,14.52204607,5.384770785,2.994593,1.895712,11.0028
TW Electro 003.jpg,Towanda,7,low,5.29,79.01248302,Shock,11,6.49,11.18,18.4,21.56,19.79,18.65,16.39,17.43,14.41,3.76,3.51,4.53,4.34,5.28,5.46,5.15,5.85,16.03333333,4.735,18.31902665,6.096133524,10.82789474,0.30773,17.76875456,5.247512884,11.99886046,19.0975,5.026666667,22.00251476,4.118039301,2.994593,1.895712,11.0028
TW Electro 004.jpg,Towanda,7,low,5.29,97.96092252,Shock,11,11.41,17.03,23.87,24.37,26.04,22.87,22.1,20.76,17.5,4.42,3.04,6.05,6,6.71,6.64,6.88,5.89,20.66111111,5.70375,21.6659202,6.241103751,10.93836346,0.30773,21.43177012,5.916504706,11.34539262,23.845,6.45,25.07896994,6.007646045,2.994593,1.895712,11.0028
TW Electro 005.jpg,Towanda,7,low,5.29,78.1372203,Shock,11,6.39,9.14,14.52,17.96,22.44,19.77,19.94,17.81,14.63,2.49,4.3,2.65,4.35,4.54,4.34,4.81,5.73,15.84444444,4.15125,18.18386265,5.389811741,10.82220077,0.30773,17.61971602,4.616375638,12.03373063,20.0275,4.41,23.18321964,3.588895818,2.994593,1.895712,11.0028
TW Electro 006.jpg,Towanda,7,low,5.29,92.12084711,Shock,12,9.28,11.57,14.25,16.94,15.9,14.4,12.03,11.36,11.03,5.69,4.3,6.43,5.04,6.07,6.94,6.49,8.25,12.97333333,6.15125,13.94209144,7.051176113,11.89817565,0.30773,13.71420954,6.502538698,12.57657517,14.8175,6.016666667,15.9957998,5.402113355,2.994593,1.895712,11.0028
TW Electro 007.jpg,Towanda,7,low,5.29,96.82605557,Shock,14,7.46,12.77,16.42,23.47,22.42,20.35,18.93,17.84,16.7,3.92,3.98,4.27,4.49,5.71,6.4,6.34,6.03,17.37333333,5.1425,18.3031615,5.676806169,13.91389552,0.30773,18.08609584,5.353481908,14.48349001,21.2925,5.533333333,22.505296,5.118117619,2.994593,1.895712,11.0028
TW Electro 008.jpg,Towanda,7,low,5.29,112.2383833,Shock,11,13.15,19.4,26.65,25.22,20.39,19.66,15.64,13.81,13.31,5.38,7.43,6.81,6.82,7.24,8.76,7.86,8.81,18.58111111,7.38875,18.45505208,7.294000621,11.00886411,0.30773,18.48386271,7.350085476,10.95030903,20.2275,7.606666667,20.08172607,7.684486713,2.994593,1.895712,11.0028
TW Electro 009.jpg,Towanda,7,low,5.29,86.61551488,Shock,13,4.03,9.22,14.84,18.67,20.71,19.64,18.64,17.63,16.6,2.99,3.46,4.16,5.09,6.65,5.97,6.03,6.35,15.55333333,5.0875,17.13087578,6.110134627,12.8522383,0.30773,16.75630378,5.480996581,13.8451073,19.415,5.903333333,21.51372461,5.108906983,2.994593,1.895712,11.0028
TW Electro 010.jpg,Towanda,7,low,5.29,81.94910231,Shock,11,13.92,22.58,22.78,20.65,18.12,17.09,15.08,14.08,12.02,4.58,5.66,5.67,5.73,4.9,5.39,5.72,5.04,17.36888889,5.33625,19.55807518,6.683127783,10.84656919,0.30773,19.03391597,5.847801765,11.88533186,17.735,5.34,20.11903912,4.471087881,2.994593,1.895712,11.0028
TW Electro 011.jpg,Towanda,7,low,5.29,78.62370612,Shock,10,9.73,14.97,21.88,21.71,20.85,18.02,19.82,17.55,8.59,3.38,3.58,4.88,4.3,4.89,5.4,4.37,4.37,17.01333333,4.39625,19.47703521,5.681168178,9.841248211,0.30773,18.88346973,4.879497842,10.92208072,20.1,4.863333333,23.20599273,3.972514993,2.994593,1.895712,11.0028
TW Electro 012.jpg,Towanda,7,low,5.29,103.4501705,Shock,11,7.56,10.64,16.01,17.73,16.48,17.09,16.47,9.09,12.25,4.09,5.16,6.22,6.78,7.08,6.08,6.23,5.9,13.70222222,5.9425,14.05935485,6.239577617,10.96656057,0.30773,13.97683502,6.061601559,11.1853888,16.9425,6.646666667,17.41206358,6.39564712,2.994593,1.895712,11.0028
TW Electro 013.jpg,Towanda,7,low,5.29,86.31660117,Shock,12,8.99,13.1,20.15,21.25,20.06,17.83,15.09,14.7,13.09,3.7,4.04,5.56,4.96,5.37,6.19,5.45,6.11,16.02888889,5.1725,17.67903833,6.228490097,11.86166813,0.30773,17.28702172,5.578502369,12.7916138,18.5575,5.506666667,20.59369404,4.755795431,2.994593,1.895712,11.0028
TW Electro 014.jpg,Towanda,7,low,5.29,86.43957002,Shock,11,6.04,9.88,11.14,22.59,23.7,22.87,17.68,10.44,16.36,1.49,3.07,2.95,4.76,4.19,5.45,5.37,5.34,15.63333333,4.0775,17.23296799,4.90465508,10.87392674,0.30773,16.85303365,4.395627006,11.72129816,21.71,4.8,24.07755953,4.149012275,2.994593,1.895712,11.0028
TW Electro 015.jpg,Towanda,7,low,5.29,69.31716995,Shock,10,6.37,8.6,16.12,14.33,15.66,15.38,13.42,10.98,10.82,1.97,2.11,3.69,3.25,3.53,3.72,3.76,3.37,12.40888889,3.175,14.93825882,4.513301494,9.782878333,0.30773,14.3173294,3.663306142,11.28648177,14.6975,3.5,17.89969963,2.651771369,2.994593,1.895712,11.0028
TW FN 002.jpg,Towanda,7,low,5.29,136.9065033,Fyke_Net,10,11.33,17.06,22.46,25.64,22.07,19.92,18.91,20.14,16.08,6.64,5.61,6.44,8.74,7.92,6.46,6.4,7.77,19.29,6.9975,17.69880147,5.943697263,10.10238915,0.30773,18.05101029,6.548058588,9.45270687,21.635,7.706666667,19.7438514,8.765926224,2.994593,1.895712,11.0028
TW FN 003.jpg,Towanda,7,low,5.29,156.4533619,Fyke_Net,9,10.93,17.4,27.38,30.07,27.71,22.61,19.3,14.36,14.16,5.81,10.49,10.71,9.96,7.8,11,10.32,5.83,20.43555556,8.99,17.77739956,6.902725323,9.1496296,0.30773,18.35352346,8.074080174,8.216735864,24.9225,9.586666667,21.49271058,11.80868325,2.994593,1.895712,11.0028
TW FN 004.jpg,Towanda,7,low,5.29,115.9521336,Fyke_Net,12,10.86,18.39,23.37,21.48,19.2,16.55,13.97,13.42,14.12,5.49,5.95,8.85,9.17,8.46,8.86,8.83,9,16.81777778,8.07625,16.48809788,7.778723492,12.02814451,0.30773,16.56300677,7.953910266,11.84491688,17.8,8.83,17.42948673,9.095386848,2.994593,1.895712,11.0028
TW FN 005.jpg,Towanda,7,low,5.29,135.2052039,Fyke_Net,11,15.01,20.37,28.56,29.38,30.51,25.47,20.39,17.69,18.83,10.29,10.24,9.19,7.62,8.1,8.79,9.66,11.52,22.91222222,9.42625,21.12739765,8.082794673,11.10606837,0.30773,21.52324152,8.854820943,10.43190491,26.4375,8.17,24.25481482,9.223827708,2.994593,1.895712,11.0028
TW FN 006.jpg,Towanda,7,low,5.29,167.2713911,Fyke_Net,9,8.85,21.44,21.22,13.68,16.85,15.35,17.59,15.97,9.32,11.29,10.26,10.09,12.25,13.22,13.25,12.43,10.99,15.58555556,11.7225,13.20129875,8.556813465,9.178561651,0.30773,13.71259992,10.31378615,8.074859188,15.8675,12.90666667,13.30137394,16.54561412,2.994593,1.895712,11.0028
TW FN 007.jpg,Towanda,7,low,5.29,152.2662972,Fyke_Net,9,18.12,27.08,23.36,21.84,19.35,18.39,17.81,16.76,9.45,10.51,9.38,9.69,9.53,10.94,9.29,7.72,8.81,19.12888889,9.48375,16.82181685,7.432835645,9.137916998,0.30773,17.32399896,8.588926076,8.275008034,19.3475,9.92,16.87794756,12.02298193,2.994593,1.895712,11.0028
TW FN 008.jpg,Towanda,7,low,5.29,137.581538,Fyke_Net,10,6.06,13.84,23.49,24.58,24.11,19.86,18.17,15.79,12.72,6.55,5.12,7.62,9.51,10.82,9.58,10.4,8.85,17.62444444,8.55625,16.13892641,7.240708942,10.10473572,0.30773,16.46748914,7.994582314,9.440602672,21.68,9.97,19.74370045,11.3736965,2.994593,1.895712,11.0028
TW FN 009.jpg,Towanda,7,low,5.29,109.1552946,Fyke_Net,13,12.9,19.73,20.87,25.05,24.23,20.26,15.81,16.05,13.58,8.02,6.66,7.91,7.91,7.71,7.56,6.97,6.74,18.72,7.435,18.80081634,7.495973145,12.99337512,0.30773,18.78232642,7.45976035,13.035519,21.3375,7.726666667,21.43538655,7.676990224,2.994593,1.895712,11.0028
TW FN 010.jpg,Towanda,7,low,5.29,106.8788495,Fyke_Net,11,10.75,18.05,20.2,23.51,20.81,17.21,14.88,13.94,12.05,6.02,9.35,8.37,6.25,7.02,7.93,7.18,6.81,16.82222222,7.36625,17.03753805,7.546032048,10.98345824,0.30773,16.9880515,7.438870883,11.09078068,19.1025,7.066666667,19.36238633,6.933444674,2.994593,1.895712,11.0028
TW FN 011.jpg,Towanda,7,low,5.29,152.2219299,Fyke_Net,9,15.91,23.45,26.4,26.08,25.31,24.53,17.13,15.82,7.5,7.41,9.8,10.11,8.71,9.68,10.39,10,7.18,20.23666667,9.16,17.79805892,7.18068149,9.137791253,0.30773,18.32889696,8.296466973,8.275636283,23.2625,9.593333333,20.29573701,11.62504115,2.994593,1.895712,11.0028
TW FN 013.jpg,Towanda,7,low,5.29,163.9622752,Fyke_Net,9,11.92,19.47,20.02,26.8,23.51,24.75,21.53,18.87,17.23,12.55,10.83,9.79,11,12.84,14.51,13.11,14,20.45555556,12.32875,17.46499987,9.136427226,9.169905642,0.30773,18.10836315,10.91408485,8.117000894,24.1475,12.78333333,20.41453675,16.19318602,2.994593,1.895712,11.0028
TW FN 014.jpg,Towanda,7,low,5.29,136.1947981,Fyke_Net,11,8.45,13.77,15.77,21.13,21.41,20.46,19.28,15.94,15.4,8.11,8.65,12.37,8.51,9.41,9.29,9.39,8.77,16.84555556,9.3125,15.48817561,7.941319269,11.10989344,0.30773,15.7888751,8.728356976,10.41210538,20.57,9.07,18.81347473,10.28459464,2.994593,1.895712,11.0028
TW FN 015.jpg,Towanda,7,low,5.29,80.21638579,Fyke_Net,11,8.48,16.62,17.52,23.14,22.54,20.25,18.21,16.67,13.48,4.49,4.12,5.76,5.53,5.5,5.3,4,4.58,17.43444444,4.91,19.80003267,6.249526755,10.83562925,0.30773,19.2318162,5.416191887,11.95168489,21.035,5.443333333,24.07984845,4.499829479,2.994593,1.895712,11.0028
